dur,spkts,dpkts,sbytes,dbytes,rate,proto,state,attack_cat,label,label_binary
5.894472271803243,6.0,18.0,1353.9153500336793,451.9368783840887,4.071611315368508,6,CON,Normal,Normal,Benign
0.05889371988058598,5.0,0.0,104.64147778677244,33.39499668913099,84.89869565274692,6,FIN,Generic,Attack,Attack
2.9445482943560046,16.0,11.0,343.8685375569582,333.21903365881985,9.169487914921467,6,FIN,Normal,Normal,Benign
0.05504325460801193,3.0,3.0,229.06214320347993,122.81574114344816,109.00518224673905,6,CON,Generic,Attack,Attack
4.6340460160131585,14.0,10.0,754.9802153807638,1185.3467751605112,5.179059490792042,17,CON,Normal,Normal,Benign
0.06033707126038141,0.0,1.0,74.04039666128968,0.0001,16.573558827284696,6,CON,Generic,Attack,Attack
1.797790956212189,19.0,11.0,1434.50183459414,389.8506905735944,16.687145908892408,6,REQ,Normal,Normal,Benign
0.0001,2.0,0.0,91.7620314095837,65.16051469091194,20000.0,6,FIN,Generic,Attack,Attack
1.8096850204584103,24.0,3.0,1007.5326695577355,1076.2122651252744,14.919723429638957,6,FIN,Normal,Normal,Benign
4.207671093586215,14.0,7.0,125.94591271412696,417.1565316460078,4.9908843949353505,6,FIN,Normal,Normal,Benign
0.0001,16.0,7.0,1378.6459853168042,1728.1402280594962,230000.0,6,REQ,Normal,Normal,Benign
5.0426824845353675,7.0,0.0,1580.7121765851534,633.3918581283643,1.3881500612951996,17,CON,Normal,Normal,Benign
0.8387399364053331,10.0,2.0,1041.0594413571403,501.3613774607017,14.307176133080693,17,FIN,Normal,Normal,Benign
2.691754871297764,5.0,11.0,862.1899161630424,749.8343304088285,5.944077661234431,17,FIN,Normal,Normal,Benign
1.3139053904438485,2.0,0.0,837.2624184493676,1112.5238524298293,1.5221796139556008,6,CON,Backdoor,Attack,Attack
5.441866260743666,13.0,17.0,344.610834705221,693.6728675024852,5.512814641626329,17,CON,Normal,Normal,Benign
1.3881842114483613,11.0,7.0,223.30192622847102,204.94317719294605,12.966578824016237,6,FIN,Normal,Normal,Benign
0.7452694796360775,19.0,16.0,1725.4412980802135,366.2375431932285,46.96287847060482,6,INT,Exploits,Attack,Attack
2.3372166394183322,11.0,10.0,100.38879580568062,580.0642055884007,8.985046420526217,6,CON,Normal,Normal,Benign
0.0001,0.0,5.0,102.54695603833898,0.0001,50000.0,6,REQ,Normal,Normal,Benign
0.0868372459484382,2.0,1.0,128.7814670749204,41.29206708943555,34.547387670278326,6,FIN,Generic,Attack,Attack
0.08114427285545663,4.0,1.0,39.96676988569301,18.66817983640408,61.61864323938877,6,CON,Generic,Attack,Attack
0.0001,27.0,13.0,674.2798526857385,514.6232953801775,400000.0,17,FIN,Normal,Normal,Benign
0.849332129862913,0.0,10.0,773.0202306772503,529.1459767047825,11.773957028582043,6,FIN,Normal,Normal,Benign
0.040615805515578585,4.0,2.0,344.1413197629173,27.238571796623354,147.72574183463237,6,FIN,Reconnaissance,Attack,Attack
2.1075604800690373,16.0,19.0,155.62156885112825,488.5177898996573,16.606878109070212,6,FIN,Normal,Normal,Benign
1.8124427732283774,22.0,2.0,3848.8904485335593,1914.360322197523,13.241797398794821,6,CON,Exploits,Attack,Attack
1.7679564128000422,10.0,7.0,518.1052086751331,214.33669305864174,9.615621673090828,6,INT,Analysis,Attack,Attack
0.022578642911383246,2.0,2.0,61.00700245913637,75.9136578500393,177.15856598198647,6,FIN,Generic,Attack,Attack
1.7276537346295118,6.0,10.0,199.25754970108704,406.9294828328093,9.261115048283175,6,CON,Normal,Normal,Benign
0.0001,5.0,9.0,363.24733220620817,0.0001,140000.0,6,FIN,Normal,Normal,Benign
3.318123015610194,19.0,7.0,1191.963802959541,1393.7951169300288,7.835755298306404,6,REQ,Normal,Normal,Benign
4.431445878053,16.0,21.0,986.6340283613447,849.2848447744414,8.349419358418594,6,INT,Normal,Normal,Benign
0.0001,280.0,3.0,27807.38137122457,174.82449190721655,2830000.0,17,INT,DoS,Attack,Attack
0.08755903445955647,2.0,0.0,31.756863406335256,24.242194048353298,22.84173200794945,6,REQ,Generic,Attack,Attack
3.7290929817617746,10.0,12.0,611.6982407917893,1203.7330778743894,5.899557910622628,6,FIN,Normal,Normal,Benign
4.098061726099019,5.0,2.0,597.3214939173912,711.0987436637423,1.7081245886121297,6,FIN,Normal,Normal,Benign
0.0001,20.0,0.0,659.1461618967467,0.0001,200000.0,6,CON,Normal,Normal,Benign
1.0646306131306864,7.0,12.0,848.9042523308167,921.8651456445248,17.846565527669732,17,INT,Normal,Normal,Benign
0.6512300366967704,0.0,19.0,1346.3891998972683,0.0001,29.175558449935092,6,REQ,Normal,Normal,Benign
0.001592201846000743,349.0,3.0,15534.977690771233,123.3213630037872,221077.49773318358,6,CON,DoS,Attack,Attack
0.021444223533657,4.0,2.0,58.036168060040595,123.06048178559595,279.79562843965505,6,REQ,Generic,Attack,Attack
3.2012271791382556,12.0,3.0,900.3496583711362,1250.558527656097,4.685703063422658,6,CON,Normal,Normal,Benign
0.5893468369902087,0.0,4.0,257.70655239307416,23.401242734686576,6.787174799186128,6,CON,Reconnaissance,Attack,Attack
1.2531215743652189,11.0,17.0,1651.1702964678416,2422.975455310868,22.344200732625385,6,FIN,Exploits,Attack,Attack
0.07513375777111138,247.0,5.0,13810.400221165843,101.63789658969299,3354.0183198036843,17,CON,DoS,Attack,Attack
0.09021204820299544,1.0,1.0,106.21576772868924,27.724814740189593,22.169987710506177,6,INT,Generic,Attack,Attack
0.24930841445695684,18.0,1.0,1176.4138233234416,610.3658316409536,76.21082521978155,6,FIN,Normal,Normal,Benign
0.021630924356365266,10.0,17.0,827.4522014466703,278.2423173453648,1248.2129545265961,6,CON,Normal,Normal,Benign
0.0001,1.0,4.0,1706.1434255998088,1039.5133300805287,50000.0,6,FIN,Normal,Normal,Benign
0.0006481576116647986,3.0,2.0,69.56716213495392,48.18673579992268,7714.173080768821,6,FIN,Generic,Attack,Attack
1.1087553383846234,2.0,3.0,909.4516425344046,765.1906705558713,4.509561151051268,6,CON,Normal,Normal,Benign
0.0001,13.0,15.0,1301.8319405212321,649.1087580142141,280000.0,6,CON,Normal,Normal,Benign
0.0001,8.0,4.0,718.8159875769699,916.7326121835622,120000.0,17,FIN,Normal,Normal,Benign
0.0001,3.0,1.0,124.20094324884332,0.0001,40000.0,6,FIN,Generic,Attack,Attack
1.639581642201211,8.0,7.0,877.6446366335838,2098.408886905504,9.148675255879198,6,CON,Normal,Normal,Benign
1.4218437885676665,13.0,9.0,1633.13441768276,560.9741849763539,15.472867115847027,6,FIN,Normal,Normal,Benign
2.6103338921064,19.0,4.0,443.422658284224,723.2231192535556,8.811133345642702,1,CON,Normal,Normal,Benign
1.5400745817326233,8.0,14.0,818.9128683396739,19.545708406812423,14.285022466411618,17,FIN,Normal,Normal,Benign
0.06939884585228388,3.0,1.0,81.62908548666516,60.87361923083107,57.63784614680824,6,REQ,Reconnaissance,Attack,Attack
1.571091528343941,9.0,0.0,623.4680008896953,266.95523254771103,5.72850138749506,17,FIN,Normal,Normal,Benign
3.074825550294846,16.0,3.0,1461.2218255816256,714.7445471462194,6.179212345291616,6,CON,Backdoor,Attack,Attack
0.0001,9.0,11.0,401.9874276985815,245.62798334302096,200000.0,17,CON,Normal,Normal,Benign
0.0001,8.0,12.0,1296.5381636297052,1056.3624482217513,200000.0,6,FIN,Fuzzers,Attack,Attack
0.07759820931321802,4.0,1.0,194.26753312262773,145.17888182870385,64.43447657172037,17,FIN,Generic,Attack,Attack
0.0001,12.0,20.0,934.0455236868995,671.3201137474969,320000.0,6,REQ,Normal,Normal,Benign
0.04629076461968018,0.0,2.0,20.644586571066625,91.6670390976063,43.205162334901566,6,FIN,Generic,Attack,Attack
3.0393730332454356,7.0,5.0,1563.5050565875868,1219.0206160062917,3.9481826905552384,6,FIN,Normal,Normal,Benign
2.4038445667872974,0.0,13.0,883.9473651218586,560.9057549970238,5.408003570453104,6,FIN,Normal,Normal,Benign
0.385163172034122,0.0,18.0,545.6545691824101,1064.513800790625,46.73344002475232,6,CON,Normal,Normal,Benign
0.0001,13.0,4.0,1121.176433878583,1025.335781552315,170000.0,6,REQ,Normal,Normal,Benign
1.2715952697962856,12.0,0.0,1246.3447370130261,0.0001,9.436964956563928,6,REQ,Normal,Normal,Benign
2.265141376181503,1.0,2.0,1443.929087233851,847.6153291459168,1.32442064391464,17,FIN,Normal,Normal,Benign
0.046542375046132234,18.0,10.0,454.30720724040555,868.5422636359044,601.6023026810889,6,FIN,Normal,Normal,Benign
0.0001,1.0,19.0,1549.7936238012953,1595.9071839837688,200000.0,6,INT,Exploits,Attack,Attack
1.1185602443837943,28.0,0.0,1011.8483197643649,1446.4348455007344,25.03217876782754,6,INT,Normal,Normal,Benign
0.0001,14.0,0.0,247.0203743043196,0.0001,140000.0,6,CON,Normal,Normal,Benign
1.99431420815541,0.0,14.0,981.9131361877253,424.8404037598651,7.019957007150314,17,CON,Normal,Normal,Benign
1.439230737382317,0.0,3.0,581.7415703006774,988.1131837905915,2.084446866008727,6,CON,Normal,Normal,Benign
0.09751339863063241,2.0,1.0,150.9645436056439,30.98919276008468,30.76500298552402,6,FIN,Generic,Attack,Attack
0.0001,17.0,14.0,1263.7329291495735,931.8758454724682,310000.0,6,INT,Normal,Normal,Benign
0.0001,10.0,13.0,799.6754244081544,227.86922816194954,230000.0,1,CON,Normal,Normal,Benign
3.4325835573855845,19.0,0.0,864.8027998509243,654.3118226264127,5.535189364617036,1,INT,Normal,Normal,Benign
0.01846679247091587,4.0,3.0,181.73745735939974,185.9502552657823,379.0587895014575,6,CON,Normal,Normal,Benign
0.07668853506302718,2.0,1.0,140.60902025347497,100.05834098422203,39.11927640206482,6,INT,Generic,Attack,Attack
0.1636450004260776,6.0,4.0,161.23247864727398,98.8989795303718,61.10788581358,17,FIN,Reconnaissance,Attack,Attack
0.0001,3.0,3.0,212.13697258796873,91.03355412664297,60000.0,6,CON,Reconnaissance,Attack,Attack
0.0001,4.0,2.0,1327.1606431358834,447.61265014826506,60000.0,6,CON,Shellcode,Attack,Attack
0.08341845262295697,2.0,2.0,153.55023533946792,116.80015200572049,47.95102131754467,6,CON,Generic,Attack,Attack
0.0001,23.0,10.0,790.4280870978856,982.5932302443695,330000.0,6,REQ,Normal,Normal,Benign
0.7466032241756804,5.0,8.0,247.52631967896133,503.60891733628455,17.412193758409245,1,FIN,Normal,Normal,Benign
2.300561974466835,19.0,25.0,1217.1299423133637,2272.1795929847312,19.12576165664791,6,FIN,Exploits,Attack,Attack
0.0751658304466829,2.0,1.0,88.76909755525692,121.77438659924391,39.91175221735864,6,FIN,Generic,Attack,Attack
0.0001,12.0,4.0,0.0001,901.0100066972802,160000.0,6,INT,Normal,Normal,Benign
3.0187704176614867,4.0,9.0,611.2878055680274,124.40989371479395,4.306389092705682,17,INT,Normal,Normal,Benign
3.1564387993712524,18.0,20.0,518.6300665349962,885.8982834939236,12.038883822987291,6,CON,Normal,Normal,Benign
1.3275448257795623,8.0,22.0,210.838333807313,755.2517629867186,22.598106984736553,6,CON,Normal,Normal,Benign
0.0023865031066955186,2.0,1.0,129.22376932869253,40.33168142884573,1257.0693880863882,6,CON,Generic,Attack,Attack
0.30209865659429375,36.0,2.0,1412.740485949846,955.9815741361398,125.78672288183148,6,CON,Exploits,Attack,Attack
0.0001,0.0,3.0,141.67504418020755,71.17258954584447,30000.0,6,INT,Reconnaissance,Attack,Attack
0.03154414590549633,1.0,3.0,154.94910247913546,31.261517084616408,126.80641320844987,6,CON,Generic,Attack,Attack
2.4396498464099325,22.0,16.0,1099.3816473798493,1078.0048220969734,15.576005735379981,6,FIN,Normal,Normal,Benign
3.1958435081656855,5.0,5.0,867.640333877358,1184.1892517806375,3.1290643532604285,17,INT,Normal,Normal,Benign
0.38304616174796247,1.0,3.0,218.6468929703705,56.63788448363776,10.442605616374584,17,CON,Reconnaissance,Attack,Attack
3.273171122434987,0.0,3.0,1371.1099196254004,828.2411364150099,0.9165423645092625,6,FIN,Normal,Normal,Benign
0.29641386290386107,0.0,5.0,1034.6512691818948,545.1853604930831,16.8683068700525,6,FIN,Analysis,Attack,Attack
0.01408021787823637,599.0,4.0,18408.974366180613,211.27780273044627,42826.041842154315,6,FIN,DoS,Attack,Attack
0.6721189304466059,14.0,14.0,768.2119543582876,572.998547791019,41.65929381187748,6,FIN,Normal,Normal,Benign
6.3545988152789725,2.0,19.0,1051.7726473755024,770.7206546531426,3.30469327969339,6,REQ,Normal,Normal,Benign
0.44316732643118484,9.0,0.0,719.6525664751223,632.4019686403715,20.308356377435967,17,FIN,Shellcode,Attack,Attack
2.8220388284310447,25.0,9.0,1722.5349058737015,836.9602414053434,12.048027000005105,6,CON,Exploits,Attack,Attack
0.0001,0.0,8.0,338.3535391502263,353.0756349198693,80000.0,6,FIN,Normal,Normal,Benign
5.219980572379632,18.0,12.0,627.0679984080261,530.5065615153501,5.747147826323021,1,FIN,Normal,Normal,Benign
4.2726198903635915,22.0,14.0,1077.046170417788,849.1879537488704,8.425743671042188,17,REQ,Normal,Normal,Benign
2.607785117517925,4.0,3.0,346.1117534296881,722.8167916713105,2.68427024641607,6,REQ,Normal,Normal,Benign
1.7276994962865702,19.0,9.0,258.45072061794576,3108.7754370819503,16.206522060220415,17,CON,Exploits,Attack,Attack
0.0001,1.0,20.0,338.82597865951936,674.744954079966,210000.0,6,FIN,Normal,Normal,Benign
0.17689832184094523,4.0,9.0,823.2657127071482,414.6347674239454,73.48854338871968,6,CON,Normal,Normal,Benign
2.9314046813180954,0.0,0.0,436.0200221911961,786.4506533383671,0.0,6,FIN,Normal,Normal,Benign
0.008087133119421178,3.0,2.0,175.11938002414803,53.134537793706585,618.2660686013124,6,REQ,Generic,Attack,Attack
1.240713122217447,19.0,15.0,5156.383610987374,0.0001,27.403595070578426,17,FIN,Exploits,Attack,Attack
2.9787617680780283,9.0,10.0,0.0001,870.9972033016368,6.378489278200746,17,REQ,Normal,Normal,Benign
0.9949653313940705,9.0,0.0,755.4066079895322,1090.3217084966282,9.04554130282095,6,CON,Normal,Normal,Benign
3.454163791986435,8.0,0.0,515.0252508374791,1044.4864953789647,2.3160453533094696,6,REQ,Normal,Normal,Benign
3.4514364966229643,13.0,11.0,174.54586671260017,232.99172646163862,6.953626417140413,6,CON,Backdoor,Attack,Attack
0.02569712620595034,1.0,1.0,180.22300068350376,26.20828217349895,77.82971465256246,6,INT,Generic,Attack,Attack
4.504878699914666,12.0,9.0,126.64720111443944,234.2683024223357,4.661612753390628,17,CON,Normal,Normal,Benign
2.7562985555156265,7.0,0.0,347.1659243142966,514.5109085856907,2.5396378001186797,17,REQ,Normal,Normal,Benign
1.2078016542189356,15.0,5.0,1475.5228782930685,15.385483056532735,16.559010273034982,6,FIN,Normal,Normal,Benign
0.17470089988044313,8.0,9.0,0.0001,209.7626116126483,97.30917248642669,6,FIN,Normal,Normal,Benign
5.358034914766584,14.0,1.0,914.1724020235322,682.7076983326308,2.799533828840952,6,REQ,Normal,Normal,Benign
3.1432803681103243,0.0,0.0,917.3267131040827,620.8375973625594,0.0,6,CON,Normal,Normal,Benign
0.10537990950973243,1.0,1.0,116.92964135590762,0.0001,18.97894968125104,1,FIN,Generic,Attack,Attack
4.170725158180296,3.0,6.0,1344.2035388891227,76.81007478033143,2.1578981253050813,6,CON,Normal,Normal,Benign
0.2484990737239412,12.0,20.0,917.2877136643424,658.4386765094526,128.77311581269294,17,REQ,Analysis,Attack,Attack
0.0001,338.0,5.0,17136.919498903204,98.03003543160439,3430000.0,17,CON,DoS,Attack,Attack
2.0333619507793115,12.0,12.0,908.1637409401932,1521.0063194711693,11.80311256970344,6,CON,Normal,Normal,Benign
0.010910997230556678,266.0,7.0,26882.784783819647,78.48210541284597,25020.627742022767,6,CON,DoS,Attack,Attack
0.2563996139049041,2.0,2.0,166.87995365247818,20.55679083809489,15.600647516901322,6,FIN,Reconnaissance,Attack,Attack
5.99113885067838,16.0,0.0,637.9875076883916,645.2722988965065,2.670610780150474,17,FIN,Normal,Normal,Benign
1.4139694857880123,7.0,3.0,255.089823302438,1084.9887769809861,7.07228840545095,6,FIN,Fuzzers,Attack,Attack
0.1770347736883619,5.0,2.0,194.5739130576681,0.0001,39.540254460529034,6,FIN,Reconnaissance,Attack,Attack
1.4487013378788698,6.0,9.0,1289.9617919018806,1748.5320160071583,10.354101019857135,17,REQ,Normal,Normal,Benign
0.8189878099363221,0.0,9.0,1689.8683594002455,851.9452338631265,10.98917455279312,6,CON,Normal,Normal,Benign
1.5925036815183822,5.0,5.0,1767.0954424294289,0.0001,6.27942033419065,6,CON,Normal,Normal,Benign
1.7742689484430039,12.0,8.0,928.1658968641893,289.0011191629789,11.272248222317618,6,CON,Normal,Normal,Benign
0.0001,0.0,8.0,888.0078566223374,0.0001,80000.0,6,INT,Normal,Normal,Benign
1.0909948871549158,0.0,1.0,1149.4970935889808,847.8841329795519,0.9165945796572785,6,INT,Normal,Normal,Benign
1.072406276300088,13.0,15.0,855.702068742788,1190.7674890936894,26.10950776659279,6,FIN,Normal,Normal,Benign
0.0001,0.0,0.0,912.0466122436692,705.8149268066112,0.0,6,FIN,Normal,Normal,Benign
0.727108475547166,7.0,11.0,212.65439847230977,0.0001,24.755590954230843,6,FIN,Normal,Normal,Benign
4.231975670936489,10.0,0.0,1125.80765605356,197.5151519644893,2.3629625445807707,6,FIN,Normal,Normal,Benign
0.12207669115693202,4.0,2.0,140.86577934122323,55.8353619626017,49.14943174767802,6,FIN,Generic,Attack,Attack
3.1305666429940957,21.0,10.0,1078.7320829102011,1999.1462848193487,9.902360669872655,6,INT,Analysis,Attack,Attack
0.0001,21.0,4.0,1087.2094894264533,1717.0426817396713,250000.0,6,INT,Fuzzers,Attack,Attack
1.9851798424861429,18.0,10.0,1277.6715595662572,0.0001,14.104515571211,6,FIN,Normal,Normal,Benign
1.4059861946529169,14.0,2.0,150.7001294922885,867.6553194761093,11.379912591495804,6,FIN,Normal,Normal,Benign
0.0001,22.0,18.0,1907.8210619532183,3049.0347133758546,400000.0,6,CON,Exploits,Attack,Attack
1.1725399895054174,30.0,0.0,1026.9267734016494,0.0001,25.58548132132716,1,CON,Normal,Normal,Benign
0.7699591869458213,0.0,10.0,946.4357355545768,331.05172536490863,12.987701386701756,17,CON,Normal,Normal,Benign
1.2564257714987093,12.0,20.0,2700.3340990471957,618.2017251464085,25.469073244039926,6,REQ,Exploits,Attack,Attack
2.8548027373846048,10.0,11.0,268.6635980902097,159.24117439683874,7.356024892717776,6,FIN,Normal,Normal,Benign
3.667461561214749,13.0,3.0,903.5553308651893,557.1135701348685,4.3626905784666015,17,CON,Normal,Normal,Benign
1.1290910298553904,8.0,13.0,1232.9845955841515,441.1211283134765,18.59903182712345,17,CON,Normal,Normal,Benign
0.0001,6.0,0.0,2644.393992639302,0.0001,60000.0,6,CON,Exploits,Attack,Attack
0.008332156385853901,174.0,3.0,16662.332606656484,169.88260176787486,21243.000227468794,6,FIN,DoS,Attack,Attack
0.03800273968558279,497.0,1.0,0.0001,143.82431126447304,13104.318375996656,1,REQ,DoS,Attack,Attack
4.898278885859915,0.0,9.0,1588.7090150781794,0.0001,1.83738006955478,6,FIN,Normal,Normal,Benign
2.0507461936893616,0.0,13.0,1235.0716616894365,621.157710114062,6.339155981371133,6,CON,Normal,Normal,Benign
2.135466576660646,0.0,16.0,343.7765378665527,777.9396215598607,7.492507808303015,6,INT,Normal,Normal,Benign
2.9220098382728494,5.0,5.0,980.4656641615331,0.0001,3.422301961142893,6,FIN,Normal,Normal,Benign
0.042462910243348695,22.0,13.0,986.3604876454763,246.33416357577465,824.2487337636575,6,INT,Analysis,Attack,Attack
1.6024950017493949,21.0,11.0,535.7720425196713,58.047244089206856,19.968861035489393,6,FIN,Analysis,Attack,Attack
3.2074254942555336,8.0,3.0,1293.7243394585364,1042.7972919427052,3.4295418614402386,6,CON,Normal,Normal,Benign
2.5548003735823386,12.0,5.0,978.3706223305192,934.2859725372346,6.654140251342854,1,INT,Analysis,Attack,Attack
0.04715773830880652,2.0,1.0,200.97094565023463,52.09352448899939,63.61628245092835,6,CON,Generic,Attack,Attack
0.0001,11.0,0.0,699.3563686665373,97.83963397661228,110000.0,6,FIN,Normal,Normal,Benign
0.0001,0.0,3.0,0.0001,257.3013805098691,30000.0,17,FIN,Normal,Normal,Benign
1.7015671836201163,25.0,6.0,303.3474992189541,0.0001,18.21849898047923,1,INT,Normal,Normal,Benign
0.07921802652706131,2.0,1.0,207.5651000741908,109.05035143049021,37.87016833820246,6,FIN,Generic,Attack,Attack
4.240939294812655,0.0,12.0,889.5901018296695,355.5564063264934,2.8295618413302717,6,CON,Normal,Normal,Benign
0.8254980877809489,2.0,0.0,156.49376792353576,1019.6787938068267,2.4227796885347996,6,CON,Normal,Normal,Benign
0.03292531087331471,2.0,0.0,203.81491310071934,32.79895724383613,60.74354188166402,17,FIN,Generic,Attack,Attack
1.3466863044267234,12.0,11.0,1016.9395663639941,191.26182493918918,17.07895886695823,6,CON,Normal,Normal,Benign
4.951196999069237,0.0,14.0,1204.909030127552,742.7253621658657,2.827599063949955,6,INT,Normal,Normal,Benign
3.3146191915587497,22.0,12.0,806.4488139206923,630.3663407823033,10.257588590142383,6,FIN,Fuzzers,Attack,Attack
3.8208992757534346,12.0,3.0,0.0001,0.0001,3.925777393606426,6,INT,Normal,Normal,Benign
1.5373904842392845,0.0,0.0,1164.3718206441545,0.0001,0.0,6,CON,Fuzzers,Attack,Attack
0.023932829015913766,381.0,2.0,11351.375020918258,162.71031183034603,16003.122729257375,17,CON,DoS,Attack,Attack
0.0001,20.0,2.0,488.42490790637737,0.0001,220000.0,6,CON,Normal,Normal,Benign
2.4623088347957194,30.0,6.0,151.5284762577935,517.9734449236764,14.620424331534622,17,FIN,Normal,Normal,Benign
0.10658586420907673,5.0,1.0,166.26499605406127,76.88774799821772,56.29264297403001,6,FIN,Generic,Attack,Attack
2.1630833902673854,20.0,15.0,0.0001,426.52062634978296,16.18060596160074,6,CON,Normal,Normal,Benign
0.026744601940967505,474.0,2.0,18462.686283512576,115.81939343158152,17797.98409603027,6,CON,DoS,Attack,Attack
0.0001,33.0,0.0,761.4207704998688,996.4408771489182,330000.0,6,CON,Normal,Normal,Benign
0.6757012430860648,0.0,20.0,1113.3578588348596,298.8954500110973,29.59887998526677,6,FIN,Normal,Normal,Benign
1.6335282429457703,8.0,16.0,0.0001,1098.4720363875142,14.692124304334266,6,INT,Normal,Normal,Benign
0.6209494043657725,12.0,14.0,599.4122124426373,851.0627619666683,41.871366358030365,6,FIN,Normal,Normal,Benign
0.05654189543970657,3.0,2.0,106.90158811284948,43.94080133628272,88.43000329431382,1,FIN,Generic,Attack,Attack
2.483429648338105,18.0,2.0,0.0001,998.4971196644237,8.053378928363793,6,REQ,Normal,Normal,Benign
0.0001,5.0,9.0,346.73345094883047,439.39579120370433,140000.0,6,REQ,Normal,Normal,Benign
0.0470206545987093,29.0,0.0,1041.919351134051,1190.82397205991,616.7502398147396,6,CON,Normal,Normal,Benign
0.3313616414595187,8.0,29.0,789.8730861551996,2593.0950143334094,111.66048018421638,6,FIN,Exploits,Attack,Attack
5.444208157610207,12.0,0.0,1261.5038282999299,1223.9562276002407,2.204177293115759,6,FIN,Normal,Normal,Benign
0.42415307948885306,4.0,2.0,153.43518225717048,83.06021963914853,14.145836232594611,17,CON,Reconnaissance,Attack,Attack
2.064195432924848,10.0,10.0,485.92381336255505,1248.1611255199664,9.689005062694635,6,INT,Normal,Normal,Benign
0.3897268575868251,2.0,1.0,152.3254310770385,28.26261619810468,7.697698892439422,6,INT,Reconnaissance,Attack,Attack
0.0001,4.0,2.0,145.2661758776117,40.15489299559348,60000.0,6,FIN,Reconnaissance,Attack,Attack
0.03771662812894805,1.0,1.0,133.37263851577927,107.28324987547296,53.02700955033071,6,INT,Generic,Attack,Attack
1.328817392035863,13.0,14.0,1231.1222507550278,800.0967377398078,20.318818945192813,6,REQ,Fuzzers,Attack,Attack
0.4714612950042939,4.0,4.0,109.51600595967517,4.849879233703049,16.968519122926388,6,CON,Reconnaissance,Attack,Attack
3.8710866745219774,4.0,14.0,1081.6309284777908,680.9714380852727,4.649857136619845,6,CON,Normal,Normal,Benign
